5	4	179	22	17	40	306.345	93	0	2	2	0	1	0	63	170
5	4	291	31	12	40	306.345	93	0	1	1	1	0	1	73	171
2	4	155	12	14	34	306.345	93	0	1	2	1	0	0	95	196
2	4	189	29	13	33	306.345	93	0	1	2	0	0	2	69	167
2	4	291	31	12	40	306.345	93	0	1	1	1	0	1	73	171
4	4	225	26	9	28	306.345	93	0	1	1	0	0	2	69	169
6	4	155	12	14	34	306.345	93	0	1	2	1	0	0	95	196
4	4	225	26	9	28	306.345	93	0	1	1	0	0	2	69	169
4	4	179	22	17	40	306.345	93	0	2	2	0	1	0	63	170
6	4	225	26	9	28	306.345	93	0	1	1	0	0	2	69	169
6	4	260	50	11	36	306.345	93	0	1	4	1	0	0	65	168
2	4	248	25	14	47	306.345	93	0	1	2	0	0	1	86	165
3	4	225	26	9	28	306.345	93	0	1	1	0	0	2	69	169
4	4	289	36	13	33	306.345	93	0	1	2	1	0	1	90	172
5	4	291	31	12	40	306.345	93	0	1	1	1	0	1	73	171
3	4	248	25	14	47	261.306	97	0	1	2	0	0	1	86	165
3	4	118	10	10	37	261.306	97	0	1	0	0	0	0	83	172
4	4	118	13	18	50	261.306	97	0	1	1	1	0	0	98	178
4	4	235	11	14	37	261.306	97	0	3	1	0	0	1	88	172
5	4	225	26	9	28	261.306	97	0	1	1	0	0	2	69	169
6	4	260	50	11	36	261.306	97	0	1	4	1	0	0	65	168
3	4	118	10	10	37	261.306	97	0	1	0	0	0	0	83	172
4	4	361	52	3	28	261.306	97	0	1	1	1	0	4	80	172
5	4	225	26	9	28	261.306	97	0	1	1	0	0	2	69	169
6	4	260	50	11	36	261.306	97	0	1	4	1	0	0	65	168
3	4	225	26	9	28	261.306	97	0	1	1	0	0	2	69	169
4	4	361	52	3	28	261.306	97	0	1	1	1	0	4	80	172
6	4	118	10	10	37	261.306	97	0	1	0	0	0	0	83	172
6	2	246	25	16	41	261.306	97	0	1	0	1	0	0	67	170
6	2	225	26	9	28	261.306	97	0	1	1	0	0	2	69	169
4	2	225	26	9	28	308.593	95	0	1	1	0	0	2	69	169
2	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
3	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
3	2	155	12	14	34	308.593	95	0	1	2	1	0	0	95	196
4	2	225	26	9	28	308.593	95	0	1	1	0	0	2	69	169
5	2	184	42	7	27	308.593	95	0	1	0	0	0	0	58	167
5	2	225	26	9	28	308.593	95	0	1	1	0	0	2	69	169
6	2	225	26	9	28	308.593	95	0	1	1	0	0	2	69	169
2	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
3	2	225	26	9	28	308.593	95	0	1	1	0	0	2	69	169
3	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
4	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
5	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
6	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
2	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
3	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
3	2	179	26	9	30	308.593	95	0	3	0	0	0	0	56	171
3	2	289	36	13	33	308.593	95	0	1	2	1	0	1	90	172
4	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
5	2	184	42	7	27	308.593	95	0	1	0	0	0	0	58	167
5	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
2	2	118	10	10	37	308.593	95	0	1	0	0	0	0	83	172
3	2	225	26	9	28	308.593	95	0	1	1	0	0	2	69	169
5	2	289	36	13	33	308.593	95	0	1	2	1	0	1	90	172
6	2	184	42	7	27	302.585	99	0	1	0	0	0	0	58	167
4	2	246	25	16	41	302.585	99	0	1	0	1	0	0	67	170
4	2	179	51	18	38	302.585	99	0	1	0	1	0	0	89	170
5	2	155	12	14	34	302.585	99	0	1	2	1	0	0	95	196
5	2	189	29	13	33	302.585	99	0	1	2	0	0	2	69	167
6	2	260	50	11	36	302.585	99	0	1	4	1	0	0	65	168
6	2	289	36	13	33	302.585	99	0	1	2	1	0	1	90	172
2	2	388	15	9	50	302.585	99	0	1	0	0	0	0	76	178
3	2	388	15	9	50	302.585	99	0	1	0	0	0	0	76	178
2	2	225	26	9	28	302.585	99	0	1	1	0	0	2	69	169
3	2	225	26	9	28	302.585	99	0	1	1	0	0	2	69	169
3	2	179	26	9	30	302.585	99	0	3	0	0	0	0	56	171
3	2	184	42	7	27	302.585	99	0	1	0	0	0	0	58	167
5	2	225	26	9	28	302.585	99	0	1	1	0	0	2	69	169
2	2	330	16	4	28	302.585	99	0	2	0	0	0	0	84	182
3	2	330	16	4	28	302.585	99	0	2	0	0	0	0	84	182
4	2	225	26	9	28	302.585	99	0	1	1	0	0	2	69	169
5	2	189	29	13	33	302.585	99	0	1	2	0	0	2	69	167
3	2	291	50	12	32	343.253	95	0	1	0	1	0	0	65	169
3	2	260	50	11	36	343.253	95	0	1	4	1	0	0	65	168
3	2	157	27	6	29	343.253	95	0	1	0	1	1	0	75	185
3	2	179	22	17	40	343.253	95	0	2	2	0	1	0	63	170
4	2	291	31	12	40	343.253	95	0	1	1	1	0	1	73	171
4	2	260	50	11	36	343.253	95	0	1	4	1	0	0	65	168
5	2	179	26	9	30	343.253	95	0	3	0	0	0	0	56	171
6	2	248	25	14	47	343.253	95	0	1	2	0	0	1	86	165
6	2	260	50	11	36	343.253	95	0	1	4	1	0	0	65	168
2	2	179	22	17	40	343.253	95	0	2	2	0	1	0	63	170
2	2	155	12	14	34	343.253	95	0	1	2	1	0	0	95	196
2	2	260	50	11	36	343.253	95	0	1	4	1	0	0	65	168
3	2	155	12	14	34	343.253	95	0	1	2	1	0	0	95	196
5	2	289	36	13	33	343.253	95	0	1	2	1	0	1	90	172
5	2	179	22	17	40	343.253	95	0	2	2	0	1	0	63	170
6	2	260	50	11	36	343.253	95	0	1	4	1	0	0	65	168
6	2	225	26	9	28	343.253	95	0	1	1	0	0	2	69	169
2	2	279	5	14	39	343.253	95	0	1	2	1	1	0	68	168
3	2	179	51	18	38	343.253	95	0	1	0	1	0	0	89	170
4	2	225	26	9	28	343.253	95	0	1	1	0	0	2	69	169
2	3	225	26	9	28	343.253	95	0	1	1	0	0	2	69	169
2	3	179	26	9	30	343.253	95	0	3	0	0	0	0	56	171
3	3	225	26	9	28	343.253	95	0	1	1	0	0	2	69	169
4	3	225	26	9	28	343.253	95	0	1	1	0	0	2	69	169
4	3	179	51	18	38	343.253	95	0	1	0	1	0	0	89	170
5	3	279	5	14	39	343.253	95	0	1	2	1	1	0	68	168
6	3	225	26	9	28	343.253	95	0	1	1	0	0	2	69	169
6	3	248	25	14	47	343.253	95	0	1	2	0	0	1	86	165
2	3	225	26	9	28	343.253	95	0	1	1	0	0	2	69	169
4	3	291	31	12	40	326.452	96	0	1	1	1	0	1	73	171
4	3	225	26	9	28	326.452	96	0	1	1	0	0	2	69	169
3	3	155	12	14	34	326.452	96	0	1	2	1	0	0	95	196
4	3	246	25	16	41	326.452	96	0	1	0	1	0	0	67	170
5	3	155	12	14	34	326.452	96	0	1	2	1	0	0	95	196
6	3	225	26	9	28	326.452	96	0	1	1	0	0	2	69	169
6	3	260	50	11	36	326.452	96	0	1	4	1	0	0	65	168
4	3	179	51	18	38	326.452	96	0	1	0	1	0	0	89	170
5	3	118	13	18	50	326.452	96	0	1	1	1	0	0	98	178
6	3	291	31	12	40	326.452	96	0	1	1	1	0	1	73	171
6	3	246	25	16	41	326.452	96	0	1	0	1	0	0	67	170
6	3	291	31	12	40	326.452	96	0	1	1	1	0	1	73	171
6	3	248	25	14	47	326.452	96	0	1	2	0	0	1	86	165
6	3	260	50	11	36	326.452	96	0	1	4	1	0	0	65	168
3	3	289	36	13	33	326.452	96	0	1	2	1	0	1	90	172
4	3	155	12	14	34	326.452	96	0	1	2	1	0	0	95	196
4	3	378	49	11	36	326.452	96	0	1	2	0	1	4	65	174
5	3	289	36	13	33	326.452	96	0	1	2	1	0	1	90	172
6	3	235	11	14	37	326.452	96	0	3	1	0	0	1	88	172
2	3	235	29	12	48	326.452	96	1	1	1	0	1	5	88	163
4	3	289	36	13	33	378.884	92	0	1	2	1	0	1	90	172
5	3	155	12	14	34	378.884	92	0	1	2	1	0	0	95	196
2	3	155	12	14	34	378.884	92	0	1	2	1	0	0	95	196
3	3	179	51	18	38	378.884	92	0	1	0	1	0	0	89	170
3	3	225	26	9	28	378.884	92	0	1	1	0	0	2	69	169
4	3	184	42	7	27	378.884	92	0	1	0	0	0	0	58	167
2	3	155	12	14	34	378.884	92	0	1	2	1	0	0	95	196
3	3	179	51	18	38	378.884	92	0	1	0	1	0	0	89	170
4	3	289	36	13	33	378.884	92	0	1	2	1	0	1	90	172
4	3	279	5	14	39	378.884	92	1	1	2	1	1	0	68	168
4	3	330	16	4	28	378.884	92	1	2	0	0	0	0	84	182
4	3	378	49	11	36	378.884	92	1	1	2	0	1	4	65	174
4	3	388	15	9	50	378.884	92	1	1	0	0	0	0	76	178
3	3	179	51	18	38	378.884	92	0	1	0	1	0	0	89	170
4	3	118	13	18	50	378.884	92	0	1	1	1	0	0	98	178
6	3	361	52	3	28	378.884	92	0	1	1	1	0	4	80	172
2	3	246	25	16	41	377.55	94	0	1	0	1	0	0	67	170
2	3	361	52	3	28	377.55	94	0	1	1	1	0	4	80	172
3	3	246	25	16	41	377.55	94	0	1	0	1	0	0	67	170
5	3	291	31	12	40	377.55	94	0	1	1	1	0	1	73	171
6	3	246	25	16	41	377.55	94	0	1	0	1	0	0	67	170
2	3	179	51	18	38	377.55	94	0	1	0	1	0	0	89	170
2	3	155	12	14	34	377.55	94	0	1	2	1	0	0	95	196
2	3	246	25	16	41	377.55	94	0	1	0	1	0	0	67	170
4	3	118	13	18	50	377.55	94	0	1	1	1	0	0	98	178
6	3	235	11	14	37	377.55	94	0	3	1	0	0	1	88	172
3	3	118	13	18	50	377.55	94	0	1	1	1	0	0	98	178
4	3	118	13	18	50	377.55	94	0	1	1	1	0	0	98	178
5	3	378	49	11	36	377.55	94	0	1	2	0	1	4	65	174
6	3	179	51	18	38	377.55	94	0	1	0	1	0	0	89	170
2	1	289	48	29	49	377.55	94	0	1	0	0	0	2	108	172
5	1	225	26	9	28	377.55	94	0	1	1	0	0	2	69	169
3	1	155	12	14	34	275.312	98	0	1	2	1	0	0	95	196
4	1	118	13	18	50	275.312	98	0	1	1	1	0	0	98	178
6	1	118	10	10	37	275.312	98	0	1	0	0	0	0	83	172
6	1	118	10	10	37	275.312	98	0	1	0	0	0	0	83	172
3	1	330	16	4	28	275.312	98	0	2	0	0	0	0	84	182
5	1	179	26	9	30	275.312	98	0	3	0	0	0	0	56	171
6	1	155	12	14	34	275.312	98	0	1	2	1	0	0	95	196
2	1	330	16	4	28	275.312	98	0	2	0	0	0	0	84	182
3	1	330	16	4	28	275.312	98	0	2	0	0	0	0	84	182
2	1	157	27	6	29	275.312	98	0	1	0	1	1	0	75	185
3	1	361	52	3	28	275.312	98	0	1	1	1	0	4	80	172
4	1	289	36	13	33	275.312	98	0	1	2	1	0	1	90	172
5	1	179	51	18	38	275.312	98	0	1	0	1	0	0	89	170
2	1	289	36	13	33	275.312	98	0	1	2	1	0	1	90	172
5	1	289	36	13	33	275.312	98	0	1	2	1	0	1	90	172
5	1	260	50	11	36	275.312	98	1	1	4	1	0	0	65	168
6	1	289	36	13	33	265.615	94	0	1	2	1	0	1	90	172
6	1	157	27	6	29	265.615	94	0	1	0	1	1	0	75	185
2	1	289	36	13	33	265.615	94	0	1	2	1	0	1	90	172
3	1	228	14	16	58	265.615	94	0	1	2	0	0	1	65	172
5	1	300	26	13	43	265.615	94	0	1	2	1	1	1	77	175
5	1	300	26	13	43	265.615	94	0	1	2	1	1	1	77	175
6	1	260	50	11	36	265.615	94	0	1	4	1	0	0	65	168
3	1	289	36	13	33	265.615	94	0	1	2	1	0	1	90	172
4	1	248	25	14	47	265.615	94	0	1	2	0	0	1	86	165
5	1	268	11	8	33	265.615	94	0	2	0	0	0	0	79	178
5	1	179	26	9	30	265.615	94	0	3	0	0	0	0	56	171
5	1	118	13	18	50	265.615	94	0	1	1	1	0	0	98	178
2	1	248	25	14	47	265.615	94	0	1	2	0	0	1	86	165
3	1	235	11	14	37	265.615	94	0	3	1	0	0	1	88	172
5	1	118	13	18	50	265.615	94	0	1	1	1	0	0	98	178
5	1	235	11	14	37	265.615	94	0	3	1	0	0	1	88	172
3	1	361	52	3	28	265.615	94	0	1	1	1	0	4	80	172
4	1	184	42	7	27	265.615	94	0	1	0	0	0	0	58	167
2	1	179	51	18	38	294.217	81	0	1	0	1	0	0	89	170
6	1	179	51	18	38	294.217	81	0	1	0	1	0	0	89	170
4	1	289	36	13	33	294.217	81	0	1	2	1	0	1	90	172
5	1	235	20	13	43	294.217	81	1	1	1	1	0	0	106	167
2	1	246	25	16	41	294.217	81	0	1	0	1	0	0	67	170
3	1	291	31	12	40	294.217	81	0	1	1	1	0	1	73	171
3	1	231	35	14	39	294.217	81	1	1	2	1	0	2	100	170
3	1	291	50	12	32	294.217	81	1	1	0	1	0	0	65	169
4	1	179	51	18	38	294.217	81	0	1	0	1	0	0	89	170
4	1	246	25	16	41	294.217	81	0	1	0	1	0	0	67	170
5	1	179	51	18	38	294.217	81	0	1	0	1	0	0	89	170
6	1	291	31	12	40	294.217	81	0	1	1	1	0	1	73	171
6	1	260	50	11	36	294.217	81	0	1	4	1	0	0	65	168
4	4	235	20	13	43	294.217	81	0	1	1	1	0	0	106	167
5	4	118	13	18	50	294.217	81	0	1	1	1	0	0	98	178
5	4	235	20	13	43	294.217	81	1	1	1	1	0	0	106	167
6	4	291	31	12	40	294.217	81	0	1	1	1	0	1	73	171
2	4	291	31	12	40	294.217	81	0	1	1	1	0	1	73	171
2	4	179	51	18	38	294.217	81	0	1	0	1	0	0	89	170
2	4	289	36	13	33	265.017	88	0	1	2	1	0	1	90	172
2	4	235	11	14	37	265.017	88	0	3	1	0	0	1	88	172
2	4	289	36	13	33	265.017	88	0	1	2	1	0	1	90	172
6	4	289	36	13	33	265.017	88	0	1	2	1	0	1	90	172
6	4	118	13	18	50	265.017	88	1	1	1	1	0	0	98	178
6	4	248	25	14	47	265.017	88	1	1	2	0	0	1	86	165
2	4	179	26	9	30	265.017	88	0	3	0	0	0	0	56	171
2	4	118	10	10	37	265.017	88	0	1	0	0	0	0	83	172
2	4	369	17	12	31	265.017	88	0	1	3	1	0	0	70	169
4	4	179	51	18	38	265.017	88	0	1	0	1	0	0	89	170
4	4	179	26	9	30	265.017	88	0	3	0	0	0	0	56	171
4	4	235	20	13	43	265.017	88	1	1	1	1	0	0	106	167
5	4	289	36	13	33	265.017	88	0	1	2	1	0	1	90	172
6	4	260	50	11	36	265.017	88	0	1	4	1	0	0	65	168
6	4	235	20	13	43	265.017	88	1	1	1	1	0	0	106	167
2	4	235	20	13	43	265.017	88	0	1	1	1	0	0	106	167
2	4	235	20	13	43	265.017	88	0	1	1	1	0	0	106	167
3	4	118	13	18	50	265.017	88	0	1	1	1	0	0	98	178
3	4	291	31	12	40	265.017	88	0	1	1	1	0	1	73	171
5	4	179	26	9	30	265.017	88	0	3	0	0	0	0	56	171
5	4	118	13	18	50	265.017	88	0	1	1	1	0	0	98	178
2	4	361	52	3	28	265.017	88	0	1	1	1	0	4	80	172
3	4	260	50	11	36	265.017	88	1	1	4	1	0	0	65	168
3	4	291	31	12	40	265.017	88	1	1	1	1	0	1	73	171
3	4	157	27	6	29	265.017	88	1	1	0	1	1	0	75	185
4	4	179	26	9	30	265.017	88	0	3	0	0	0	0	56	171
4	4	179	26	9	30	265.017	88	0	3	0	0	0	0	56	171
5	4	118	13	18	50	265.017	88	0	1	1	1	0	0	98	178
2	4	118	10	10	37	284.031	97	0	1	0	0	0	0	83	172
2	4	248	25	14	47	284.031	97	0	1	2	0	0	1	86	165
3	4	179	51	18	38	284.031	97	0	1	0	1	0	0	89	170
6	4	260	50	11	36	284.031	97	0	1	4	1	0	0	65	168
2	4	291	31	12	40	284.031	97	0	1	1	1	0	1	73	171
2	4	378	49	11	36	284.031	97	0	1	2	0	1	4	65	174
2	4	155	12	14	34	284.031	97	0	1	2	1	0	0	95	196
2	4	235	20	13	43	284.031	97	0	1	1	1	0	0	106	167
3	4	330	16	4	28	284.031	97	1	2	0	0	0	0	84	182
4	4	235	11	14	37	284.031	97	0	3	1	0	0	1	88	172
4	4	118	10	10	37	284.031	97	0	1	0	0	0	0	83	172
5	4	235	11	14	37	284.031	97	0	3	1	0	0	1	88	172
5	4	179	51	18	38	284.031	97	0	1	0	1	0	0	89	170
6	4	246	25	16	41	284.031	97	0	1	0	1	0	0	67	170
6	4	291	31	12	40	284.031	97	0	1	1	1	0	1	73	171
2	4	246	25	16	41	284.031	97	0	1	0	1	0	0	67	170
3	4	179	51	18	38	284.031	97	0	1	0	1	0	0	89	170
4	4	260	50	11	36	284.031	97	0	1	4	1	0	0	65	168
6	4	260	50	11	36	284.031	97	0	1	4	1	0	0	65	168
6	4	378	49	11	36	284.031	97	1	1	2	0	1	4	65	174
3	4	279	5	14	39	284.031	97	1	1	2	1	1	0	68	168
5	4	179	51	18	38	284.031	97	0	1	0	1	0	0	89	170
2	4	225	26	9	28	236.629	93	0	1	1	0	0	2	69	169
2	4	179	51	18	38	236.629	93	0	1	0	1	0	0	89	170
2	4	179	51	18	38	236.629	93	0	1	0	1	0	0	89	170
2	4	235	11	14	37	236.629	93	0	3	1	0	0	1	88	172
3	4	118	13	18	50	236.629	93	0	1	1	1	0	0	98	178
6	4	260	50	11	36	236.629	93	0	1	4	1	0	0	65	168
5	4	246	25	16	41	236.629	93	0	1	0	1	0	0	67	170
5	4	179	51	18	38	236.629	93	0	1	0	1	0	0	89	170
6	4	179	51	18	38	236.629	93	0	1	0	1	0	0	89	170
3	4	179	26	9	30	236.629	93	0	3	0	0	0	0	56	171
3	4	118	10	10	37	236.629	93	0	1	0	0	0	0	83	172
5	4	235	11	14	37	236.629	93	0	3	1	0	0	1	88	172
6	4	179	51	18	38	236.629	93	0	1	0	1	0	0	89	170
3	2	235	20	13	43	236.629	93	0	1	1	1	0	0	106	167
3	2	235	11	14	37	236.629	93	0	3	1	0	0	1	88	172
4	2	260	50	11	36	236.629	93	0	1	4	1	0	0	65	168
2	2	157	27	6	29	236.629	93	0	1	0	1	1	0	75	185
2	2	179	51	18	38	236.629	93	0	1	0	1	0	0	89	170
2	2	289	36	13	33	236.629	93	0	1	2	1	0	1	90	172
4	2	225	26	9	28	330.061	100	0	1	1	0	0	2	69	169
2	2	118	10	10	37	330.061	100	0	1	0	0	0	0	83	172
2	2	155	12	14	34	330.061	100	0	1	2	1	0	0	95	196
3	2	235	11	14	37	330.061	100	0	3	1	0	0	1	88	172
3	2	155	12	14	34	330.061	100	0	1	2	1	0	0	95	196
2	2	289	36	13	33	330.061	100	0	1	2	1	0	1	90	172
4	2	291	31	12	40	330.061	100	0	1	1	1	0	1	73	171
2	2	235	20	13	43	330.061	100	0	1	1	1	0	0	106	167
2	2	118	13	18	50	330.061	100	0	1	1	1	0	0	98	178
4	2	179	51	18	38	330.061	100	0	1	0	1	0	0	89	170
6	2	179	51	18	38	330.061	100	0	1	0	1	0	0	89	170
3	2	118	10	10	37	251.818	96	0	1	0	0	0	0	83	172
4	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
4	2	225	26	9	28	251.818	96	0	1	1	0	0	2	69	169
6	2	289	36	13	33	251.818	96	0	1	2	1	0	1	90	172
6	2	260	50	11	36	251.818	96	0	1	4	1	0	0	65	168
6	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
2	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
4	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
5	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
5	2	246	25	16	41	251.818	96	0	1	0	1	0	0	67	170
6	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
2	2	189	29	13	33	251.818	96	0	1	2	0	0	2	69	167
2	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
3	2	246	25	16	41	251.818	96	0	1	0	1	0	0	67	170
3	2	291	31	12	40	251.818	96	0	1	1	1	0	1	73	171
4	2	157	27	6	29	251.818	96	0	1	0	1	1	0	75	185
4	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
6	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
6	2	246	25	16	41	251.818	96	0	1	0	1	0	0	67	170
4	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
6	2	179	51	18	38	251.818	96	0	1	0	1	0	0	89	170
3	2	118	10	10	37	244.387	98	0	1	0	0	0	0	83	172
4	2	246	25	16	41	244.387	98	0	1	0	1	0	0	67	170
6	2	246	25	16	41	244.387	98	0	1	0	1	0	0	67	170
6	2	260	50	11	36	244.387	98	0	1	4	1	0	0	65	168
2	2	179	51	18	38	244.387	98	0	1	0	1	0	0	89	170
2	2	235	11	14	37	244.387	98	0	3	1	0	0	1	88	172
3	2	179	22	17	40	244.387	98	0	2	2	0	1	0	63	170
3	2	378	49	11	36	244.387	98	0	1	2	0	1	4	65	174
2	2	179	51	18	38	244.387	98	0	1	0	1	0	0	89	170
4	2	361	52	3	28	244.387	98	0	1	1	1	0	4	80	172
4	2	369	17	12	31	244.387	98	1	1	3	1	0	0	70	169
5	2	235	11	14	37	244.387	98	0	3	1	0	0	1	88	172
6	3	118	13	18	50	244.387	98	0	1	1	1	0	0	98	178
3	3	118	13	18	50	244.387	98	0	1	1	1	0	0	98	178
4	3	118	13	18	50	244.387	98	0	1	1	1	0	0	98	178
5	3	235	11	14	37	244.387	98	1	3	1	0	0	1	88	172
5	3	246	25	16	41	244.387	98	1	1	0	1	0	0	67	170
5	3	118	13	18	50	244.387	98	1	1	1	1	0	0	98	178
6	3	179	51	18	38	244.387	98	0	1	0	1	0	0	89	170
6	3	289	36	13	33	244.387	98	0	1	2	1	0	1	90	172
2	3	260	50	11	36	244.387	98	0	1	4	1	0	0	65	168
